classifier,vectorizer,val_accuracy,val_precision,val_recall,val_f1,test_accuracy,test_precision,test_recall,test_f1,training_duration,inference_time
LabelEncoder,Tokenizer,0.7490208061335037,0.7828140655565629,0.785399712781235,0.7841047575808263,0.7490208061335037,0.7828140655565629,0.785399712781235,0.7841047575808263,206.21362900733948,1.7593810558319092
