classifier,vectorizer,val_accuracy,val_precision,val_recall,val_f1,test_accuracy,test_precision,test_recall,test_f1,training_duration
RandomForest,TfidfVectorizer,0.6706852968138004,0.6442507264425072,0.965820966969842,0.7729231712222497,0.6683926309473543,0.6423482984829848,0.9629302397049785,0.7706283817019184,12.957319736480713
