classifier,vectorizer,val_accuracy,val_precision,val_recall,val_f1,test_accuracy,test_precision,test_recall,test_f1,training_duration,inference_time
SGD-Elasticnet,CountVectorizer,0.7694935970443624,0.7733588051406739,0.8526567735758737,0.8110741769500479,0.7689504211204693,0.7734443317359824,0.8494161032575291,0.8096519653613079,3.613778591156006,0.8296825885772705
