classifier,vectorizer,val_accuracy,val_precision,val_recall,val_f1,test_accuracy,test_precision,test_recall,test_f1,training_duration,inference_time
SGD-Elasticnet,TfIdfVectorizer,0.7519097752715354,0.751018009319508,0.8563906175203446,0.8002504976404017,0.752305606791262,0.7504205638920665,0.8567916410571604,0.8000860924776697,3.5500433444976807,0.6041929721832275
