classifier,vectorizer,val_accuracy,val_precision,val_recall,val_f1,test_accuracy,test_precision,test_recall,test_f1,training_duration,inference_time
XGBoost,TfidfVectorizer,0.7393816494902636,0.7246778602108551,0.8884155098133079,0.798236559139785,0.7367497055490122,0.7217532670543363,0.8868315918869084,0.7958219862801199,29.854187488555908,0.7986044883728027
