classifier,vectorizer,val_accuracy,val_precision,val_recall,val_f1,test_accuracy,test_precision,test_recall,test_f1,training_duration,inference_time
MultinomialNB,CountVectorizer,0.7616322675629879,0.7904298994856307,0.8018190521780756,0.7960837432570519,0.7603057845729905,0.7877906976744186,0.8015903503380455,0.7946306169078445,2.427253246307373,0.5663464069366455
