classifier,vectorizer,val_accuracy,val_precision,val_recall,val_f1,test_accuracy,test_precision,test_recall,test_f1,training_duration,inference_time
XGBoost,CountVectorizer,0.7400483346759632,0.7248829953198128,0.8897079942556247,0.7988824414356329,0.7360163559190204,0.721396614835904,0.8857559926244623,0.7951719975859989,22.753746509552002,0.5948221683502197
