classifier,vectorizer,val_accuracy,val_precision,val_recall,val_f1,test_accuracy,test_precision,test_recall,test_f1,training_duration
LogisticRegression,TfidfVectorizer,0.7696880468901914,0.7783571207635545,0.8432264241263763,0.8094942671354058,0.7682837396386586,0.7746102136346039,0.845459434542102,0.8084856276976765,5.3416588306427
