classifier,vectorizer,val_accuracy,val_precision,val_recall,val_f1,test_accuracy,test_precision,test_recall,test_f1,training_duration,inference_time
LinearSVC,CountVectorizer,0.7607155754326509,0.7700158367059652,0.837912876974629,0.8025308330658842,0.7608613524744995,0.7686758858510152,0.839159496004917,0.8023727755229473,37.03584027290344,0.5214061737060547
