classifier,vectorizer,val_accuracy,val_precision,val_recall,val_f1,test_accuracy,test_precision,test_recall,test_f1,training_duration,inference_time
LinearSVC,TfidfVectorizer,0.7609378038278841,0.7743924231593996,0.8297750119674485,0.801127697924851,0.7632836285250784,0.7741532976827095,0.8341656422864168,0.8030398284087127,4.2003724575042725,0.5973336696624756
