classifier,vectorizer,val_accuracy,val_precision,val_recall,val_f1,test_accuracy,test_precision,test_recall,test_f1,training_duration,inference_time
bert-base-uncased,bert-base-uncased,0.8456901580599461,0.8669889436653424,0.8671134514121589,0.8670511930689514,0.8414186981932932,0.8632728391264226,0.8624769514443762,0.8628747117601845,2873.0792315006256,57.72722244262695
